readable,hscore,review
"incomprehensibly, until very recently, this 2001 release from the widely-circulated bernstein century edition was not listed on this website, although it was duly so on the european sister companies. for these works, one had to go to gould's complete beethoven piano concertos ([[asin:b0085mk2ki glenn gould plays beethoven: the 5 piano concertos]]) or, if one wanted the works individually, to the original jacket collection releases with their frustratingly scanty timings of 37 minutes each: [[asin:b000vfgscs beethoven: piano concerto no. 3 in c min]] and [[asin:b000vfgsdc beethoven: piano concerto no. 4 in g maj]].. . well then it is now repaired, although it remains to be seen if marketplace sellers will offer it at competitive prices, given that the two original jacket collection issues sell pretty cheap at the time of writing. from his complete traversal of beethoven's piano concertos, gould recorded three with bernstein: no.2 (april 1957, [[asin:b000uo7in8 beethoven: piano concerto no. 2 in b-flat major / bach: keyboard concerto no. 1 in d minor]]), 3 (may 1959) and 4 (march 1961). sony's bernstein edition seems wrong in crediting the new york philharmonic in piano concerto no. 3: the official bernstein discography attributes it (like the 2nd) to the columbia symphony orchestra, and in his discography of the new york philharmonic ([[asin:b003x0bqo8 new york philharmonic: the authorized recordings, 1917-2005]]) james h. north doesn't list it. why the columbia symphony orchestra in no. 2 and 3 rather than bersntein's new york phil, and why the change of conductors for no. 1 (golschmann, october 1958, [[asin:b000uh8hqc beethoven: piano concerto no. 1 in c ma]]) and no. 5 (stokowski american symphony orchestra, march 1966, [[asin:b000vfgsfa beethoven: emperor concerto]]), i don't know. an exchange of correspondance with north leads me to think (without being absolutely sure) that it is indeed the new york philharmonic, without its proper name for some obscure contractual reasons.. . anyway, this version of piano concerto no. 4 is exactly what you expect of gould: different from any other - and i am at this point making no pronouncement on its value. one of its distinctive features is the very spacious tempos adopted in all three movements - after barenboim-klemperer ([[asin:b000i2isl8 beethoven: piano concertos 1-5/choral fantasia - daniel barenboim, otto klemperer, new philharmonia orchestra & john alldis choir]]), the slowest i've heard among some 20 other recordings in the outer movements, and even significantly slower than barenboim-klemperer and even hansen-furtwängler ([[asin:b00007997l beethoven piano concertos 1 & 4]]) in the middle andante -, the effect in the first movement being sometwhat laid-back, if not lazy, a 'pastorale' on a sultry summer day, trudging at times, majestic also in the tutti. the other feature is the percussive clarity of gould's piano, making it almost brittle, together with its left-hand clarity, factoring back in some explosive dynamism which the slow tempos might have negated, and making it always interesting to hear, but also depriving the middle andante of some of its interiority (although some of that is factored back in by the very slow tempo). other than that, it is relatively free of gould's customary idiosyncracies, those you find in his 'emperor' with stokowski, like trills played not like trills but like sixteenth notes (e.g. very slow); the only ones are the slightly arpeggiated opening chords, and the usual suspect's usual humming. he plays beethoven's cadenzas. the sonics are superb and bersntein conducts with vigor, partly compensating for the slow tempos, with a superb and brisk final coda. the value judgement associated with those 'objective' factors is opened to each listener. i find it always interesting, and welcome as an alternative view.. . with all that, it is almost surprising how much gould's 3rd is devoid of his customary idiosyncrasies: the only ones i've spotted are a few slowly vibrating trills (but not as slow as on the emperor) and a few emendations in beethoven's first movement cadenza, most of which i find rather welcome: not the strange decision to omit the first two bars, but gould's playing p some of beethoven's f, his lisztian improvisation between 15:25 and 15:45 and the addition of the ensuing timpani rhythm at the left hand during the cadenza's final trills. even the famous humming is kept at a minimum. as in the 4th and 5th,  tempos are broad in all three movements,  but they are not drawn-out or sluggish (which was sometimes the impression left by the two others), and gould's crystalline, percussive touch and left-hand clarity are ideally suited to the composition. the middle largo is as restrained and touching as anyone's (and, incidentally, very close in its timing to bernstein's remake, with serkin, in 1964, as is the finale, [[asin:b0000029xe beethoven: piano concertos nos. 3 & 5 (bernstein century)]]). great support from bernstein, crisp and vigorous in the outer movements, heartfelt in the middle largo.. . still: like him or hate him, gould is unique and his beethoven, as infuriating as it may sometimes be, is always thought-provoking.. . (ps from august 16: in the unlikely event that you are reading this review under the entry asin:b0009p768k with the same works performed by anton nanut(conductor), jiri malat(conductor), dubravka tomsic(performer), peter schmalfuss(performer), radio symphony orchestra ljubljana(orchestra), radio symphony orchestra pilsen(orchestra), or under the entry for the mp3 download asin: b003hu13d8 by the st. petersburg symphony orchestra and alexander dmitriev, please see the comment hereunder.)",5,"incomprehensibly, until very recently, this 2001 release from the widely-circulated bernstein century edition was not listed on this website, although it was duly so on the european sister companies. for these works, one had to go to gould's complete beethoven piano concertos ([[asin:b0085mk2ki glenn gould plays beethoven: the 5 piano concertos]]) or, if one wanted the works individually, to the original jacket collection releases with their frustratingly scanty timings of 37 minutes each: [[asin:b000vfgscs beethoven: piano concerto no. 3 in c min]] and [[asin:b000vfgsdc beethoven: piano concerto no. 4 in g maj]].

well then it is now repaired, although it remains to be seen if marketplace sellers will offer it at competitive prices, given that the two original jacket collection issues sell pretty cheap at the time of writing. from his complete traversal of beethoven's piano concertos, gould recorded three with bernstein: no.2 (april 1957, [[asin:b000uo7in8 beethoven: piano concerto no. 2 in b-flat major / bach: keyboard concerto no. 1 in d minor]]), 3 (may 1959) and 4 (march 1961). sony's bernstein edition seems wrong in crediting the new york philharmonic in piano concerto no. 3: the official bernstein discography attributes it (like the 2nd) to the columbia symphony orchestra, and in his discography of the new york philharmonic ([[asin:b003x0bqo8 new york philharmonic: the authorized recordings, 1917-2005]]) james h. north doesn't list it. why the columbia symphony orchestra in no. 2 and 3 rather than bersntein's new york phil, and why the change of conductors for no. 1 (golschmann, october 1958, [[asin:b000uh8hqc beethoven: piano concerto no. 1 in c ma]]) and no. 5 (stokowski american symphony orchestra, march 1966, [[asin:b000vfgsfa beethoven: emperor concerto]]), i don't know. an exchange of correspondance with north leads me to think (without being absolutely sure) that it is indeed the new york philharmonic, without its proper name for some obscure contractual reasons.

anyway, this version of piano concerto no. 4 is exactly what you expect of gould: different from any other - and i am at this point making no pronouncement on its value. one of its distinctive features is the very spacious tempos adopted in all three movements - after barenboim-klemperer ([[asin:b000i2isl8 beethoven: piano concertos 1-5/choral fantasia - daniel barenboim, otto klemperer, new philharmonia orchestra & john alldis choir]]), the slowest i've heard among some 20 other recordings in the outer movements, and even significantly slower than barenboim-klemperer and even hansen-furtw&auml;ngler ([[asin:b00007997l beethoven piano concertos 1 & 4]]) in the middle andante -, the effect in the first movement being sometwhat laid-back, if not lazy, a 'pastorale' on a sultry summer day, trudging at times, majestic also in the tutti. the other feature is the percussive clarity of gould's piano, making it almost brittle, together with its left-hand clarity, factoring back in some explosive dynamism which the slow tempos might have negated, and making it always interesting to hear, but also depriving the middle andante of some of its interiority (although some of that is factored back in by the very slow tempo). other than that, it is relatively free of gould's customary idiosyncracies, those you find in his 'emperor' with stokowski, like trills played not like trills but like sixteenth notes (e.g. very slow); the only ones are the slightly arpeggiated opening chords, and the usual suspect's usual humming. he plays beethoven's cadenzas. the sonics are superb and bersntein conducts with vigor, partly compensating for the slow tempos, with a superb and brisk final coda. the value judgement associated with those 'objective' factors is opened to each listener. i find it always interesting, and welcome as an alternative view.

with all that, it is almost surprising how much gould's 3rd is devoid of his customary idiosyncrasies: the only ones i've spotted are a few slowly vibrating trills (but not as slow as on the emperor) and a few emendations in beethoven's first movement cadenza, most of which i find rather welcome: not the strange decision to omit the first two bars, but gould's playing p some of beethoven's f, his lisztian improvisation between 15:25 and 15:45 and the addition of the ensuing timpani rhythm at the left hand during the cadenza's final trills. even the famous humming is kept at a minimum. as in the 4th and 5th,  tempos are broad in all three movements,  but they are not drawn-out or sluggish (which was sometimes the impression left by the two others), and gould's crystalline, percussive touch and left-hand clarity are ideally suited to the composition. the middle largo is as restrained and touching as anyone's (and, incidentally, very close in its timing to bernstein's remake, with serkin, in 1964, as is the finale, [[asin:b0000029xe beethoven: piano concertos nos. 3 & 5 (bernstein century)]]). great support from bernstein, crisp and vigorous in the outer movements, heartfelt in the middle largo.

still: like him or hate him, gould is unique and his beethoven, as infuriating as it may sometimes be, is always thought-provoking.

(ps from august 16: in the unlikely event that you are reading this review under the entry asin:b0009p768k with the same works performed by anton nanut(conductor), jiri malat(conductor), dubravka tomsic(performer), peter schmalfuss(performer), radio symphony orchestra ljubljana(orchestra), radio symphony orchestra pilsen(orchestra), or under the entry for the mp3 download asin: b003hu13d8 by the st. petersburg symphony orchestra and alexander dmitriev, please see the comment hereunder.)"
"love, love, love her worship music!  years ago, priscilla''s annointed praise and worship of the lord of lords helped to carry me through a horrible part of my life.  she encouraged me to stand and fight the 'good fight' with spiritual warfare!",5.5,"love, love, love her worship music!  years ago, priscilla''s annointed praise and worship of the lord of lords helped to carry me through a horrible part of my life.  she encouraged me to stand and fight the 'good fight' with spiritual warfare!"
great combo of eagle of cd's.,6,great combo of eagle of cd's.
"oh this cd is wonderful, love all the songs and love hearing the men sing. a huge blessing, a real upper to listen too",5,"oh this cd is wonderful, love all the songs and love hearing the men sing. a huge blessing, a real upper to listen too"
"excellent seller, exactly what i was looking for use at my church!",7,"excellent seller, exactly what i was looking for use at my church!"
"we play this every night for my son. it's so relaxing and soft, it makes me fall asleep too!",7,"we play this every night for my son. it's so relaxing and soft, it makes me fall asleep too!"
jesse harper could do it all when it came to guitar. he played in a similar stlye as jimi hendrix in about the same timeframe as jimi. rumour has it that they knew each other and were talking about doing something together.  jesse was from new zealand and migrated to the uk. this is an album of demo's so the production is not the greatest however the guitar playing is worth the price of admission. if you are into sixties pysch you should look for this cd.,7.5,jesse harper could do it all when it came to guitar. he played in a similar stlye as jimi hendrix in about the same timeframe as jimi. rumour has it that they knew each other and were talking about doing something together.  jesse was from new zealand and migrated to the uk. this is an album of demo's so the production is not the greatest however the guitar playing is worth the price of admission. if you are into sixties pysch you should look for this cd.
all their best work,6,all their best work
"u better call tyrone huh....great song, good price delivered in a timely manner, thx guy's.",7,"u better call tyrone huh....great song, good price delivered in a timely manner, thx guy's."
amazing i'm very happy,5.5,amazing i’m very happy
"the mailing label came off during shipping, so i didn't receive the cd. the seller emailed me and offered to re-send it, or issue a credit to my card. she was very courteous. i chose the refund, but more than 10 days elapsed before it showed up on my statement. this might have been an error on the part of the bank. whatever the source of the errors, there was a definite lack of promptness, but the seller was pleasant in our dealings.",5.5,"the mailing label came off during shipping, so i didn't receive the cd. the seller emailed me and offered to re-send it, or issue a credit to my card. she was very courteous. i chose the refund, but more than 10 days elapsed before it showed up on my statement. this might have been an error on the part of the bank. whatever the source of the errors, there was a definite lack of promptness, but the seller was pleasant in our dealings."
as a tammy trent fan i was so stoked to finally get this! features eleven 1990s pop tunes that still sound great today!,7,as a tammy trent fan i was so stoked to finally get this! features eleven 1990s pop tunes that still sound great today!
"nowhere else to ask questions!! where, pray tell, would a person find a track list, kinda sorta important as to the purchase of such an item. i know, weird, wanting to actually know what you'd be spending money on and for! crazy me!! 'bout like going to a restaurant, spending $30 for a meal without ever looking at a menu or being told what their gonna bring you!",5,"nowhere else to ask questions!! where, pray tell, would a person find a track list, kinda sorta important as to the purchase of such an item. i know, weird, wanting to actually know what you'd be spending money on and for! crazy me!! 'bout like going to a restaurant, spending $30 for a meal without ever looking at a menu or being told what their gonna bring you!"
"i had to force myself to sit through this, just so i would know all the story lines in case i decide to see part iii.  including jar jar was like gl giving the audience the finger.  the acting was awful.  and, for an essentially animated movie, it was incredibly stationary and plodding.  (spoiler follows)  y'd think that a scene of many jedi fighting with light sabers would be exciting.  y'd be wrong.. what a drag.",4,"i had to force myself to sit through this, just so i would know all the story lines in case i decide to see part iii.  including jar jar was like gl giving the audience the finger.  the acting was awful.  and, for an essentially animated movie, it was incredibly stationary and plodding.  (spoiler follows)  y'd think that a scene of many jedi fighting with light sabers would be exciting.  y'd be wrong.
what a drag."
"this is a special work of art of a special lady who stood for social justice and was a proud helene meaning greek. melina merkouri simply is a standout in this cd....and her voice is truly powerful and expressive.the music in this work of art is a keeper for any person who loves greek culture.melina left her mark in this world as a politician, musician and actress. a keeper for any music lover.",9,"this is a special work of art of a special lady who stood for social justice and was a proud helene meaning greek. melina merkouri simply is a standout in this cd....and her voice is truly powerful and expressive.the music in this work of art is a keeper for any person who loves greek culture.melina left her mark in this world as a politician, musician and actress. a keeper for any music lover."
"opm is still the best!! it truly is opm number 1s. [[asin:b001tgih4k opm number 1s]. as soon as i received it, i have been playing it ever since...everyday. you will love every song in this cd. it is a combination of new songs and remakes...makes you walk down the memory lane. i have been here in the us for a while and i still play all cds from home...nothing beats original pilipino music. business with filgoods is great too.  package arrived earlier than expected.",7,"opm is still the best!! it truly is opm number 1s. [[asin:b001tgih4k opm number 1s]. as soon as i received it, i have been playing it ever since...everyday. you will love every song in this cd. it is a combination of new songs and remakes...makes you walk down the memory lane. i have been here in the us for a while and i still play all cds from home...nothing beats original pilipino music. business with filgoods is great too.  package arrived earlier than expected."
"there are some good cuts on this album, but much of it sounded like the soundtrack to a movie where the music was trying to create a mood without being noticed. especially towards the end, the songs were a not very interesting combination of minimalism and traditional classical music. apparently a number of people like the album, but i didn't find that it moved me.",8.5,"there are some good cuts on this album, but much of it sounded like the soundtrack to a movie where the music was trying to create a mood without being noticed. especially towards the end, the songs were a not very interesting combination of minimalism and traditional classical music. apparently a number of people like the album, but i didn't find that it moved me."
"out of the box, worked great. loved it, worked nicely, no issues. after 2 months, now i have a leak right where the material meets the brass nozzle. water is shooting straight out. really disappointed in the quality of this. going to call company and see about a replacement or refund. i think the key is to not strain or stress it and baby the hose which in fact sucks because it's a damn hose that you are going to be throwing around and tugging on.",5,"out of the box, worked great. loved it, worked nicely, no issues. after 2 months, now i have a leak right where the material meets the brass nozzle. water is shooting straight out. really disappointed in the quality of this. going to call company and see about a replacement or refund. i think the key is to not strain or stress it and baby the hose which in fact sucks because it's a damn hose that you are going to be throwing around and tugging on."
"i had never heard title fight before listening to this, but i knew who they were. a buddy of mine told me about this split, and how it was touché amoré covering title fight and vice-versa. i thought that was a unique concept, so i had to check it out.. all in all, this is a great/album split, and i highly recommend it to anyone who likes both of these bands, or emo/hardcore music. my only gripe with this album is that it's too short it's only two songs, but hey, isn't that a sign of a great album if it makes you want more? ;). i really hope both of these bands explore this more in their careers and hope to see something like this again soon. maybe they'll put out a longer release next time.",7,"i had never heard title fight before listening to this, but i knew who they were. a buddy of mine told me about this split, and how it was touché amoré covering title fight and vice-versa. i thought that was a unique concept, so i had to check it out.
all in all, this is a great/album split, and i highly recommend it to anyone who likes both of these bands, or emo/hardcore music. my only gripe with this album is that it's too short it's only two songs, but hey, isn't that a sign of a great album if it makes you want more? ;). i really hope both of these bands explore this more in their careers and hope to see something like this again soon. maybe they'll put out a longer release next time."
mine did not come with the poster for some strange reason.,4,mine did not come with the poster for some strange reason.
"this is meant to be used with the treasury of daily prayer, and it is wonderful!  beautiful, liturgical music that you can easily sing along with for your daily devotions.",6,"this is meant to be used with the treasury of daily prayer, and it is wonderful!  beautiful, liturgical music that you can easily sing along with for your daily devotions."
"30 of tony's best songs.. disc #1: thank god, what a hallelujah morning, with god on our side, dancin' in the street, holy sacrifice, i know what it's like, i'll put on a crown, i'm goin yonder, on the other side, too much to gain. medley: god's promised land-it's not so hard to praise him'when dust shall sing, where the roses never fade, outside the gate, when the shepheard comes home, he is mine, this is what heaven means to me, i'm bound for the land of canaan. disc #2: bettter hurry up, they can't explain the change, final homecoming, this battle's not over yet, fire shut up in my bones, group introductions, like never before, there's a mansion there for me, always there for me, meanwhile in the garden, inside the gate, better hury up (reprise)",5.5,"30 of tony's best songs.
disc #1: thank god, what a hallelujah morning, with god on our side, dancin' in the street, holy sacrifice, i know what it's like, i'll put on a crown, i'm goin yonder, on the other side, too much to gain
medley: god's promised land-it's not so hard to praise him'when dust shall sing, where the roses never fade, outside the gate, when the shepheard comes home, he is mine, this is what heaven means to me, i'm bound for the land of canaan
disc #2: bettter hurry up, they can't explain the change, final homecoming, this battle's not over yet, fire shut up in my bones, group introductions, like never before, there's a mansion there for me, always there for me, meanwhile in the garden, inside the gate, better hury up (reprise)"
really great music,7,really great music
love this cd! great music!,8,love this cd! great music!
i love it .it has so many inspirational songs on it.i can listen to it everyday.,7,i love it .it has so many inspirational songs on it.i can listen to it everyday.
an awesome cd! my daughter who is now 21 just purchased it for her toddler because she has such good memories of listening to it when she was younger.,7,an awesome cd! my daughter who is now 21 just purchased it for her toddler because she has such good memories of listening to it when she was younger.
while only a small album it really is an amazing set of songs. ryo's fantastic escape song is captivating and amazing to hear in such quality. i just wish it had came with a dvd of the music video.,8.5,while only a small album it really is an amazing set of songs. ryo's fantastic escape song is captivating and amazing to hear in such quality. i just wish it had came with a dvd of the music video.
my favorite cd ever!,8,my favorite cd ever!
"1. baila baila (radio version) the original version. nice pop track.. . 2. baila baila (circuit del sol radio edit) similar to track 1, but the beat is more tribal.. . 3. baila baila (afton trance mix) this has more of a techno sound than the other mixes. ok version, but kind of repetitive.. . 4. baila baila (cha cha mix) great mix with a nice salsa flavor.. . 5. baila baila (circuit del sol remix) longer version of track 2.. . 6. baila baila (tropical power mix) similar to track 1, but with more of a 'euro' sound.",8.5,"1. baila baila (radio version) the original version. nice pop track.

2. baila baila (circuit del sol radio edit) similar to track 1, but the beat is more tribal.

3. baila baila (afton trance mix) this has more of a techno sound than the other mixes. ok version, but kind of repetitive.

4. baila baila (cha cha mix) great mix with a nice salsa flavor.

5. baila baila (circuit del sol remix) longer version of track 2.

6. baila baila (tropical power mix) similar to track 1, but with more of a 'euro' sound."
outstanding music!  i recommend it to everyone.,7,outstanding music!  i recommend it to everyone.
"wyatt's album 'novel and profane' could arguably be a reincarnation of some of the most talented artists of our time... with the exception that most of them are still living and you can hear their influences coursing through the veins of this brilliant work of power pop.  wyatt has assembled some of the finest hook-laden songs, polished them to perfection and bathed them in a pristine coating of sugar-coated sonic sweetness.  there is a vast array of musical stylings, each standing on their own, but interwoven with a golden thread of sunshine pop on steroids.  also recommended are wyatt's previous projects with his former bands, the pendletones & second saturday, both digitally re-released and expanded.. . happy listening!",9,"wyatt's album 'novel and profane' could arguably be a reincarnation of some of the most talented artists of our time... with the exception that most of them are still living and you can hear their influences coursing through the veins of this brilliant work of power pop.  wyatt has assembled some of the finest hook-laden songs, polished them to perfection and bathed them in a pristine coating of sugar-coated sonic sweetness.  there is a vast array of musical stylings, each standing on their own, but interwoven with a golden thread of sunshine pop on steroids.  also recommended are wyatt's previous projects with his former bands, the pendletones & second saturday, both digitally re-released and expanded.

happy listening!"
awesome death metal.,6.5,awesome death metal.
nice and fast transaction,6.5,nice and fast transaction
"first off, i love jewel but this cd is really weird.  jewel was only 19 when this was recorded and maybe that part of the problem!  it contains some songs from her first album but also contains rarities (oddities) like 'god's gift to women', 'race car driver' and 'flower'.  the songs show some potential but you can see jewel wasn't fully formed yet.  her work would get so much better.  in fact, i've heard great live versions of 'race car driver' but this demo version is really out there.  i assume she was trying to be funny.  'flower' would have fit nicely on 'pieces of you' but 'god's gift to women' is not her style at all.  overall, not a good promo release to showcase the artist's potential.",7,"first off, i love jewel but this cd is really weird.  jewel was only 19 when this was recorded and maybe that part of the problem!  it contains some songs from her first album but also contains rarities (oddities) like 'god's gift to women', 'race car driver' and 'flower'.  the songs show some potential but you can see jewel wasn't fully formed yet.  her work would get so much better.  in fact, i've heard great live versions of 'race car driver' but this demo version is really out there.  i assume she was trying to be funny.  'flower' would have fit nicely on 'pieces of you' but 'god's gift to women' is not her style at all.  overall, not a good promo release to showcase the artist's potential."
i was so excited to open this and see all the photo cards and posters! i love the album set and how it looks. of course the actual music is amazing too.. astro is by far my favorite kpop group and i will continue to support them!,9,"i was so excited to open this and see all the photo cards and posters! i love the album set and how it looks. of course the actual music is amazing too.
astro is by far my favorite kpop group and i will continue to support them!"
"i'd seen pictures of this cd once in awhile but knew very little about it until i ordered it. an obscure japanese only release from 1996 of mani and moebius plus engler. beat driven pulsing stuff energetic but very spacey. if you know moebius's solo works and like his tonspuren and blue moon and zero sets one and two. this takes that sound to an new level- very cool. 9 tracks recorded in 1996 in one take, the music sounds like it was composed really good if like strange beats!",8,"i'd seen pictures of this cd once in awhile but knew very little about it until i ordered it. an obscure japanese only release from 1996 of mani and moebius plus engler. beat driven pulsing stuff energetic but very spacey. if you know moebius's solo works and like his tonspuren and blue moon and zero sets one and two. this takes that sound to an new level- very cool. 9 tracks recorded in 1996 in one take, the music sounds like it was composed really good if like strange beats!"
"the package shipped quickly and arrived in good condition! there weren't any dings or dents. i didn't receive the photo cards, but upon reading reviews from some other buyers i think that's expected and i got the poster and group polaroid so i don't mind too much.",6,"the package shipped quickly and arrived in good condition! there weren’t any dings or dents. i didn’t receive the photo cards, but upon reading reviews from some other buyers i think that’s expected and i got the poster and group polaroid so i don’t mind too much."
"neostrata aha-15 is the best face cream designed to reduce the look of fine wrinkels. i have used this product for more than ten years and instead of having dermabrasion or peels, i use this product instead. and it is a better value than the designer labels.",7,"neostrata aha-15 is the best face cream designed to reduce the look of fine wrinkels. i have used this product for more than ten years and instead of having dermabrasion or peels, i use this product instead. and it is a better value than the designer labels."
"the super best collection contains all the opening and closing songs from the tv series and the ovas.  in addition, it has the two pop/rock songs featured in the tv series (sorry, i can't remember the titles).  in addition, the second half of the album contains several of the tracks without the vocals in case you want do karaoke.  none of the 'background' instrumental or character songs are included.  so, if you are interested in just the opening and closing songs for the series, like i was, this album is perfect for you.",9,"the super best collection contains all the opening and closing songs from the tv series and the ovas.  in addition, it has the two pop/rock songs featured in the tv series (sorry, i can't remember the titles).  in addition, the second half of the album contains several of the tracks without the vocals in case you want do karaoke.  none of the 'background' instrumental or character songs are included.  so, if you are interested in just the opening and closing songs for the series, like i was, this album is perfect for you."
"beautiful book. absolutely. it is a significant part of my childhood. i loved it then, and love it now. i hope to pass it to my nieces and nephews.",8,"beautiful book. absolutely. it is a significant part of my childhood. i loved it then, and love it now. i hope to pass it to my nieces and nephews."
"i absolutely love this song. it took me awhile to get this single and i finally got it. this edition contains only two tracks: album version and instrumental-album version. there is also promo-only disc out there in a very limited print, with 9 remixes. at the time of its release russian roulette went to #1 on billboard dance / club play chart thanks to those remixes. i am big fan of dance music and dance remixes, but in the case of russian roulette song, in my opinion, original album version is the version. out of many many many singles rihanna came out with, this one was definitely not overplayed. it remains hidden gem for her and my personal favorite song by rihanna.",7.5,"i absolutely love this song. it took me awhile to get this single and i finally got it. this edition contains only two tracks: album version and instrumental-album version. there is also promo-only disc out there in a very limited print, with 9 remixes. at the time of its release russian roulette went to #1 on billboard dance / club play chart thanks to those remixes. i am big fan of dance music and dance remixes, but in the case of russian roulette song, in my opinion, original album version is the version. out of many many many singles rihanna came out with, this one was definitely not overplayed. it remains hidden gem for her and my personal favorite song by rihanna."
"i really am enjoying this contemporary gospel cd. the commentary in between the songs is great. whenever i am driving with a passenger in my car listening to it, i am always asked where did i purchased it. jabez's prayer is the desire of every christian. to be use by god in a large way.",9,"i really am enjoying this contemporary gospel cd. the commentary in between the songs is great. whenever i am driving with a passenger in my car listening to it, i am always asked where did i purchased it. jabez's prayer is the desire of every christian. to be use by god in a large way."
i actually bought this cd because it was on amazon warehouse.  i want my $7 back.  it's definitely not worth the full price.  the reason i bought it is because i saw a playlist on a different website and loved it.  when i got the cd it had a different playlist then what i thought i was getting.  i'm not feeling any of the songs on the cd.  0 stars.,1,i actually bought this cd because it was on amazon warehouse.  i want my $7 back.  it's definitely not worth the full price.  the reason i bought it is because i saw a playlist on a different website and loved it.  when i got the cd it had a different playlist then what i thought i was getting.  i'm not feeling any of the songs on the cd.  0 stars.
the cd was given as a gift.  i have owned the cd since 2000. it was always a source of comfort and joy.  i also had 'extravagant grace' sent to my friend; both cd's are by 'women of faith.',8,the cd was given as a gift.  i have owned the cd since 2000. it was always a source of comfort and joy.  i also had 'extravagant grace' sent to my friend; both cd's are by 'women of faith.'
"i saw these guys open for bravery, and they stole the show.  they aren't quite as good on this recording as they are live, but i'm sold, and you will be too after giving it a listen...",6,"i saw these guys open for bravery, and they stole the show.  they aren't quite as good on this recording as they are live, but i'm sold, and you will be too after giving it a listen..."
"nosrati seems to have devoted herself to perfecting this great, complex late bach masterpiece. over 85 minutes on just one disc, this performance exudes an extreme transparency of exprtesion with the utmost pognancy and long sense of line. a great performance, in the same league as other solo piano versions by nikolayeva, sokolov, rosen, feltsman, ivo janssen, kocsis, and hewitt.",8,"nosrati seems to have devoted herself to perfecting this great, complex late bach masterpiece. over 85 minutes on just one disc, this performance exudes an extreme transparency of exprtesion with the utmost pognancy and long sense of line. a great performance, in the same league as other solo piano versions by nikolayeva, sokolov, rosen, feltsman, ivo janssen, kocsis, and hewitt."
i got this cd when i was a teenager also and fell in love with how peaceful it made me feel.  i have yet to come across a playlist or cd that can put me at ease the way this one does.  i still listen to it as well as my kids who love it and can relax to it too!,8.5,i got this cd when i was a teenager also and fell in love with how peaceful it made me feel.  i have yet to come across a playlist or cd that can put me at ease the way this one does.  i still listen to it as well as my kids who love it and can relax to it too!
"russ ballard is argent s' former guitar player and the songwriter of some of that band s' biggest hits. he also penned international mega hits for people like among many others: america (you can do magic, the border), rainbow (since you been gone & surrender), santana (winning), roger daltrey (free me, get your love and others), kiss (god gave rock & roll to you), and the biggest of them all former abba singer agneta (i know there is something goin on)..... . i ve been following this reclusive and misterious artist, since he was in argent and since his second solo album arrived to my hands (and ears). it is very sad, a guitar player, songwriter of this caliber, is unknown to the mainstream. his solo 'hits', voices and the fire still burns are the kind of songs that should have been hits all over the world. so when this album came out, i went after it. and the good thing is that is without a doubt his best ever. the song my life (not the bon jovi hit), is superb and also the rest of the album, a personal one, since he sings moving songs that tell personal stories.. . the sound, the production is clean and impecable. each song is different and has the word 'hit' all over.",9,"russ ballard is argent s' former guitar player and the songwriter of some of that band s' biggest hits. he also penned international mega hits for people like among many others: america (you can do magic, the border), rainbow (since you been gone & surrender), santana (winning), roger daltrey (free me, get your love and others), kiss (god gave rock & roll to you), and the biggest of them all former abba singer agneta (i know there is something goin on)....

i ve been following this reclusive and misterious artist, since he was in argent and since his second solo album arrived to my hands (and ears). it is very sad, a guitar player, songwriter of this caliber, is unknown to the mainstream. his solo 'hits', voices and the fire still burns are the kind of songs that should have been hits all over the world. so when this album came out, i went after it. and the good thing is that is without a doubt his best ever. the song my life (not the bon jovi hit), is superb and also the rest of the album, a personal one, since he sings moving songs that tell personal stories.

the sound, the production is clean and impecable. each song is different and has the word 'hit' all over."
buyer beware. this is a bootleg. this is not an official apple or beatles release. proceed with caution & be sure to research before you purchase.,3,buyer beware. this is a bootleg. this is not an official apple or beatles release. proceed with caution & be sure to research before you purchase.
this is an important historical record.  yes the sound is archival.  hopefully a future release will benefit from a careful remastering * something these two concert recordings deserve.,8,this is an important historical record.  yes the sound is archival.  hopefully a future release will benefit from a careful remastering * something these two concert recordings deserve.
pristine. beautiful sound.  good service. thanks.,6.5,pristine. beautiful sound.  good service. thanks.
