readable,hscore,review
"'the writer' is the premier magazine for writers of all varieties. kalmbach is known for publishing a great series of specialty periodicals, and this one is extremely well written and edited, as is appropriate for the subject matter.. . the magazine is best for aspiring writers of fiction, with the clear majority of column inches. poetry is also covered well, and nonfiction (my area of interest), while covered, is definitely in third place. in the end, though, most techniques for fiction also help nonfiction authors and vice-versa: i read every issue cover to cover regardless of area of concentration because i have gleaned some of the best tips from articles that superficially seemed not to pertain to my writing.. . the magazine is very good at covering new developments in the publishing world, and features in-depth reporting on subjects like 'print on demand' (pod) publishing. many articles concentrate on in-depth technique implementation, while the utilitarian short pieces that cut through grammatical tedium and stylistic methodologies reinforce the basics.. . if you are interested in writing as a professional or just for personal satisfaction, 'the writer' is the magazine for you.",9,"'the writer' is the premier magazine for writers of all varieties. kalmbach is known for publishing a great series of specialty periodicals, and this one is extremely well written and edited, as is appropriate for the subject matter.

the magazine is best for aspiring writers of fiction, with the clear majority of column inches. poetry is also covered well, and nonfiction (my area of interest), while covered, is definitely in third place. in the end, though, most techniques for fiction also help nonfiction authors and vice-versa: i read every issue cover to cover regardless of area of concentration because i have gleaned some of the best tips from articles that superficially seemed not to pertain to my writing.

the magazine is very good at covering new developments in the publishing world, and features in-depth reporting on subjects like 'print on demand' (pod) publishing. many articles concentrate on in-depth technique implementation, while the utilitarian short pieces that cut through grammatical tedium and stylistic methodologies reinforce the basics.

if you are interested in writing as a professional or just for personal satisfaction, 'the writer' is the magazine for you."
my 15 year old daughter wasn't interested in it.  i didn't renew this one since she barely read one or two the whole year.  she's a novel reader so it was probably just not her cup of tea.,5,my 15 year old daughter wasn't interested in it.  i didn't renew this one since she barely read one or two the whole year.  she's a novel reader so it was probably just not her cup of tea.
"baseball america offers the most comprehensive coverage in amateur baseball from high school to aaa.  additionally, they offer excellent international and major league reporting.  from casual observers to diehard fans to execs within the game, baseball america has been the #1 source for information and the best in the business for over 25 years.",8.5,"baseball america offers the most comprehensive coverage in amateur baseball from high school to aaa.  additionally, they offer excellent international and major league reporting.  from casual observers to diehard fans to execs within the game, baseball america has been the #1 source for information and the best in the business for over 25 years."
awesome and quicker delivery than expected. thank you my husband is excited to read it cover to cover.,5,awesome and quicker delivery than expected. thank you my husband is excited to read it cover to cover.
"my wife reads this cover to cover, i read it some. it's a great magazine and is full of information. the schools should make it required reading.",8,"my wife reads this cover to cover, i read it some. it's a great magazine and is full of information. the schools should make it required reading."
product as advertised. excellent service.,7.5,product as advertised. excellent service.
great magazine. really love the patterns.,7.5,great magazine. really love the patterns.
"i was disgusted to find, in the october issue, a 4 page article on martha's collection of stuffed animals. can't understand why, or how, she could talk about all the wildlife she attracts to her yard on one hand, and have the nerve to show a bear, mountain lion, birds and several other animals obviously murdered for the sake of this sick hobby! she even offers a reprinted book called home taxidermy for pleasure and profit! unbelievable! i have canceled my subscription and will not buy another of her products.",2,"i was disgusted to find, in the october issue, a 4 page article on martha's collection of stuffed animals. can't understand why, or how, she could talk about all the wildlife she attracts to her yard on one hand, and have the nerve to show a bear, mountain lion, birds and several other animals obviously murdered for the sake of this sick hobby! she even offers a reprinted book called home taxidermy for pleasure and profit! unbelievable! i have canceled my subscription and will not buy another of her products."
"nice magazine, but i thought the subscription would also get me access to the website.  now wish i had just bought the digital access...",4,"nice magazine, but i thought the subscription would also get me access to the website.  now wish i had just bought the digital access..."
"i used to really enjoy bw when it was published by mcgraw-hill.  one year's subscription since michael bloomberg bought it was enough.  it is not the magazine it used to be.. . anyone who unsubscribes can look forward to a steady stream of junk mail arriving every few weeks forever.  my multiple attempts to stop this have been unsuccessful.  with his money, maybe mikey can keep the usps afloat single-handedly.  his brand of ethics are typified by the mailing i received yesterday.  in the address window it showed a '$219.50 credit adjustment'.  knowing this had to be a scam, i opened it to see the details rather than just throwing it away unopened.  it was 'actual cover price $249.50 - credit adjustment $219.50 = revised rate $30'.. . with business practices like these, i will never again be a subscriber.  further, not one more penny of my money will go to the owner--an angry, arrogant, liberal, looney little tyrant with a napoleonic complex.",4,"i used to really enjoy bw when it was published by mcgraw-hill.  one year's subscription since michael bloomberg bought it was enough.  it is not the magazine it used to be.

anyone who unsubscribes can look forward to a steady stream of junk mail arriving every few weeks forever.  my multiple attempts to stop this have been unsuccessful.  with his money, maybe mikey can keep the usps afloat single-handedly.  his brand of ethics are typified by the mailing i received yesterday.  in the address window it showed a '$219.50 credit adjustment'.  knowing this had to be a scam, i opened it to see the details rather than just throwing it away unopened.  it was 'actual cover price $249.50 - credit adjustment $219.50 = revised rate $30'.

with business practices like these, i will never again be a subscriber.  further, not one more penny of my money will go to the owner--an angry, arrogant, liberal, looney little tyrant with a napoleonic complex."
"much of what is listed as fact is opinion and heresay.  the humor is very good and some of the stories are okay, but much of the filler is not worth reading.",5,"much of what is listed as fact is opinion and heresay.  the humor is very good and some of the stories are okay, but much of the filler is not worth reading."
"it is a lot thinner than it use to be, not slick paper like it use to be, regular coarse paper, not any real good stores,",5,"it is a lot thinner than it use to be, not slick paper like it use to be, regular coarse paper, not any real good stores,"
great value,5.5,great value
"scientific american was once a great magazine, but now it is just a good magazine. i read scientific american as a teenager in the 80's, i read it as a student and as an engineer in the 90's and i am still reading scientific american and subscribing to it. even today i enjoy reading scientific american very much, but i am not pleased with the fact that the depth of the articles has decreased.. . in the olden days the writers for scientific american were not afraid of putting mathematical formulas, algorithms, in depth analysis, and statistics as well as references to research articles in their articles. today's scientific american is not written by scientists, but by journalists and free lancers.. . it used to be that scientists and engineers interested in fields outside their own areas of expertise were the magazine's target audience. now, however, scientific american is aimed at general readers who are interested in science. scientific american is now looking more like discover magazine. in my opinion discover magazine and scientific american should complement each other (in depth reading vs. light reading) and not be so similar. i understand that these changes were made for business reasons.. . for a while i also thought that scientific american had taken on a political slant. however, i've come to realize that my misconceptions and biases caused me to jump to conclusions regarding accurately written articles on topics that had become politically controversial. today i trust scientific american to be mostly apolitical and to be mostly about the science. however, i still think the attack on björn lomborg a few years ago was unbecoming of scientific american even though i know björn lomborg has an agenda.. . the illustrations are great, the topics are varied and include, for example, medicine, physics, chemistry, biology, cosmology, artificial intelligence, economics, geology, archeology, and social science. i am interested in all of these subjects, but i enjoy reading about physics, cosmology and artificial intelligence the most. i always find something interesting to read in scientific american. i highly recommend scientific american even though i would like them to take one step back with regards to the depth of the content.",9,"scientific american was once a great magazine, but now it is just a good magazine. i read scientific american as a teenager in the 80's, i read it as a student and as an engineer in the 90's and i am still reading scientific american and subscribing to it. even today i enjoy reading scientific american very much, but i am not pleased with the fact that the depth of the articles has decreased.

in the olden days the writers for scientific american were not afraid of putting mathematical formulas, algorithms, in depth analysis, and statistics as well as references to research articles in their articles. today's scientific american is not written by scientists, but by journalists and free lancers.

it used to be that scientists and engineers interested in fields outside their own areas of expertise were the magazine's target audience. now, however, scientific american is aimed at general readers who are interested in science. scientific american is now looking more like discover magazine. in my opinion discover magazine and scientific american should complement each other (in depth reading vs. light reading) and not be so similar. i understand that these changes were made for business reasons.

for a while i also thought that scientific american had taken on a political slant. however, i’ve come to realize that my misconceptions and biases caused me to jump to conclusions regarding accurately written articles on topics that had become politically controversial. today i trust scientific american to be mostly apolitical and to be mostly about the science. however, i still think the attack on björn lomborg a few years ago was unbecoming of scientific american even though i know björn lomborg has an agenda.

the illustrations are great, the topics are varied and include, for example, medicine, physics, chemistry, biology, cosmology, artificial intelligence, economics, geology, archeology, and social science. i am interested in all of these subjects, but i enjoy reading about physics, cosmology and artificial intelligence the most. i always find something interesting to read in scientific american. i highly recommend scientific american even though i would like them to take one step back with regards to the depth of the content."
"i would buy instyle from time to time be cause it always featured fashion tips to enhance or add to my wardrobe at reasonable cost. there were always new makeup and beauty tips and recommendations. this latest issue, featuring a somewhat unfamiliar looking reese witherspoon, has ended my relationship with instyle. the featured fashions were beyond the average persons budget, the cosmetics were more like costume makeup and the intermittent articles packed with socio-political propaganda. in other words, this latest issue was a hot mess..   raising their income demographic and playing to political bias has nothing to do with social concern, and everything to do with securing a guaranteed customer base.. frankly, instyle editors, we get enough political shrieking and self-righteous pontificating from every media source out there and instyle is no longer a respite.",4,"i would buy instyle from time to time be cause it always featured fashion tips to enhance or add to my wardrobe at reasonable cost. there were always new makeup and beauty tips and recommendations. this latest issue, featuring a somewhat unfamiliar looking reese witherspoon, has ended my relationship with instyle. the featured fashions were beyond the average persons budget, the cosmetics were more like costume makeup and the intermittent articles packed with socio-political propaganda. in other words, this latest issue was a hot mess.
  raising their income demographic and playing to political bias has nothing to do with social concern, and everything to do with securing a guaranteed customer base.
frankly, instyle editors, we get enough political shrieking and self-righteous pontificating from every media source out there and instyle is no longer a respite."
"my subscription was ready to expire when i saw the offer to extend it.  the price was good, and the re-subscribing was effortless.",7.5,"my subscription was ready to expire when i saw the offer to extend it.  the price was good, and the re-subscribing was effortless."
"los angeles magazine has a variety of information for everyone. some of the stores, fashions, etc... might run on the high end price-wise (especially the paid advertisements). but the magazine always offers a great overview of what is going on in los angeles. covering news, politics, celebrities, fashion, food and fun things to do. the best issue is the annual restaurant issue - this is not to be missed. restaurants in every price range are listed. besides the ""dining out"" monthly section, there is ""the top ten"" - plays, music, museums and more to do that month. this magazine is a great way to get to know los angeles.",9,"los angeles magazine has a variety of information for everyone. some of the stores, fashions, etc... might run on the high end price-wise (especially the paid advertisements). but the magazine always offers a great overview of what is going on in los angeles. covering news, politics, celebrities, fashion, food and fun things to do. the best issue is the annual restaurant issue - this is not to be missed. restaurants in every price range are listed. besides the &quot;dining out&quot; monthly section, there is &quot;the top ten&quot; - plays, music, museums and more to do that month. this magazine is a great way to get to know los angeles."
i subscribed to this magazine in order to start gaining some knowledge about inventing and the industry. my first one just came in and the content is great but it is a small magazine so take that into mind.,7,i subscribed to this magazine in order to start gaining some knowledge about inventing and the industry. my first one just came in and the content is great but it is a small magazine so take that into mind.
i love this magazine. the value is great.,5.5,i love this magazine. the value is great.
good quality!,8,good quality!
"nice magazine.  some decent helpful tips, inspirational articles, and ideas for new articles.  magazine isn't very thick, but now many are these days.  magazines website also has good information and tips.",7.5,"nice magazine.  some decent helpful tips, inspirational articles, and ideas for new articles.  magazine isn't very thick, but now many are these days.  magazines website also has good information and tips."
"the price is right @ $1 per issue, but the timing messed me up! i was being bugged relentlessly by vogue to renew, but then this amazon offer popped up and it was a better deal (vogue & other mag's often 'punish' longtime faithful customers by offering better subscription rates to newcomers and raising rates for regular subscribers). what i didn't expect was immediate results - so now this amazon order crisscrossed with my few remaining issues from my vogue subscription, resulting in 2 magazines arriving for the past three issues. usually it takes a long time for a subscription to be activated, so i didn't expect this to happen. for me, the savings have been diminished, but it's still a good deal. just make sure you check to see if you have an ongoing subscription that hasn't really expired, even though the publisher might make you think that it has.",5.5,"the price is right @ $1 per issue, but the timing messed me up! i was being bugged relentlessly by vogue to renew, but then this amazon offer popped up and it was a better deal (vogue & other mag's often 'punish' longtime faithful customers by offering better subscription rates to newcomers and raising rates for regular subscribers). what i didn't expect was immediate results - so now this amazon order crisscrossed with my few remaining issues from my vogue subscription, resulting in 2 magazines arriving for the past three issues. usually it takes a long time for a subscription to be activated, so i didn't expect this to happen. for me, the savings have been diminished, but it's still a good deal. just make sure you check to see if you have an ongoing subscription that hasn't really expired, even though the publisher might make you think that it has."
this magazine will auto renew two months before you're subscription runs out. it is very difficult if not impossible to cancel this and they don't give you prior notice. it renews at four times the price you paid originally.,2.5,this magazine will auto renew two months before you're subscription runs out. it is very difficult if not impossible to cancel this and they don't give you prior notice. it renews at four times the price you paid originally.
"great magazine and very informative but, i only received 1 issue. now i keep getting notifications in the mail to renew my subscription but i'm not going to pay this much money to only get one issue.",5.5,"great magazine and very informative but, i only received 1 issue. now i keep getting notifications in the mail to renew my subscription but i'm not going to pay this much money to only get one issue."
"my husband and i look forward to every issue. this mag caters to every level, from gnarly old sailors to weekend hobbyists. great stories, not too many ads. we learn something new with every issue.",8.5,"my husband and i look forward to every issue. this mag caters to every level, from gnarly old sailors to weekend hobbyists. great stories, not too many ads. we learn something new with every issue."
this is a great magazine w/fabulous ideas!,7,this is a great magazine w/fabulous ideas!
christmas gift for great granddaughter.  she is into these little people and can tell you. who they are.  will be good for her in doing fun things.,7,"christmas gift for great granddaughter.  she is into these little people and can tell you
who they are.  will be good for her in doing fun things."
"quick delivery, such a nice toilet reader",7.5,"quick delivery, such a nice toilet reader"
"i've been a reader of ew since almost day one. a bargain at the amazon price! a wonderful way to catch up on what's new in movies, tv, books and music.",9,"i've been a reader of ew since almost day one. a bargain at the amazon price! a wonderful way to catch up on what's new in movies, tv, books and music."
"i love, love , love this magazine! it has everything you need packed into one; great recipes, fashion , beauty, household advice, cute suggestions, etc.",8,"i love, love , love this magazine! it has everything you need packed into one; great recipes, fashion , beauty, household advice, cute suggestions, etc."
"this magazine always has great tips, articles, gear recommendations and recipes.",8,"this magazine always has great tips, articles, gear recommendations and recipes."
"in the interest of fairness, i revised this review on may of 2010 to reflect the state of 'the atlantic monthly' of that time, and moved my original review to the comments section.  since my initial subscription and review of 'the atlantic', the magazine has gone through some format changes, nearly all of which seem positive to me.  for comparison, i read the last two issues of 2009 from cover to cover, and instead of having to force myself to finish, each kept my interest until the end.. . previously, the initial section of the magazine was called 'the agenda', and it was a collection of short (sometimes only a few paragraphs) news items, included mostly for their ironic, unusual or surprising values.  also in 'the agenda' were a few articles of a page or two, but the result was a scattering of unrelated material that haphazardly placed serious journalism next to micro-attention grabbers.  the new format replaced 'the agenda' (which seems like a terrible name anyway) with 'dispatches' - a half a dozen or so equal length articles that concentrate more on the unusual story-behind-a-story.  this is light and requires no heavy lifting yet is also entertaining.  a vast improvement.. . i didn't notice much change in the features format - usually five investigative journalism pieces - other than the fact that i found them more interesting than before.  this could have a lot to do with a concentration on subjects that readers of 'the atlantic' might expect, and leaving brittany spears to 'people'.. . lastly, i thought the changes to the book review section and the 'cover-to-cover' column to be huge improvements. instead of trying to cover too many things at once, they wisely (i feel) decided to go with fewer subjects, but more depth.. . i realize two issues does not make a subscription, and i will revisit this magazine again to see if the improvements have held up.  i have changed my star rating from 2 to 4 (it may only deserve 3 1/2, but the people responsible for the changes seem to be aware of the problems they were facing and took some decisive action).  i'm not so enamored that i'm willing to re-subscribe yet, but they are moving in the right direction.  i would definitely recommend 'the atlantic' for someone who, perhaps waiting for a plane, was looking for something intelligent and entertaining to pass the time.",7.5,"in the interest of fairness, i revised this review on may of 2010 to reflect the state of 'the atlantic monthly' of that time, and moved my original review to the comments section.  since my initial subscription and review of 'the atlantic', the magazine has gone through some format changes, nearly all of which seem positive to me.  for comparison, i read the last two issues of 2009 from cover to cover, and instead of having to force myself to finish, each kept my interest until the end.

previously, the initial section of the magazine was called 'the agenda', and it was a collection of short (sometimes only a few paragraphs) news items, included mostly for their ironic, unusual or surprising values.  also in 'the agenda' were a few articles of a page or two, but the result was a scattering of unrelated material that haphazardly placed serious journalism next to micro-attention grabbers.  the new format replaced 'the agenda' (which seems like a terrible name anyway) with 'dispatches' - a half a dozen or so equal length articles that concentrate more on the unusual story-behind-a-story.  this is light and requires no heavy lifting yet is also entertaining.  a vast improvement.

i didn't notice much change in the features format - usually five investigative journalism pieces - other than the fact that i found them more interesting than before.  this could have a lot to do with a concentration on subjects that readers of 'the atlantic' might expect, and leaving brittany spears to 'people'.

lastly, i thought the changes to the book review section and the 'cover-to-cover' column to be huge improvements. instead of trying to cover too many things at once, they wisely (i feel) decided to go with fewer subjects, but more depth.

i realize two issues does not make a subscription, and i will revisit this magazine again to see if the improvements have held up.  i have changed my star rating from 2 to 4 (it may only deserve 3 1/2, but the people responsible for the changes seem to be aware of the problems they were facing and took some decisive action).  i'm not so enamored that i'm willing to re-subscribe yet, but they are moving in the right direction.  i would definitely recommend 'the atlantic' for someone who, perhaps waiting for a plane, was looking for something intelligent and entertaining to pass the time."
this magazines is excellent if you want to explore abruzzo. the magazine is in italian.,6,this magazines is excellent if you want to explore abruzzo. the magazine is in italian.
"we ordered babybug for our now-4 year old when she was a toddler and loved it.  the kim & carrots feature is great, while the illustrations and the other poems and short pieces were hit-or-miss.  overall, she loved it.  we recently ordered it again for our 18-month old and are disappointed with some of the additions the publisher has added lots of ""helpful"" content for caregivers or notes directing readers to websites. these ""helpful"" notes are distracting.  overall, still a worthwhile purchase for a toddler.",7,"we ordered babybug for our now-4 year old when she was a toddler and loved it.  the kim & carrots feature is great, while the illustrations and the other poems and short pieces were hit-or-miss.  overall, she loved it.  we recently ordered it again for our 18-month old and are disappointed with some of the additions the publisher has added lots of &#34;helpful&#34; content for caregivers or notes directing readers to websites. these &#34;helpful&#34; notes are distracting.  overall, still a worthwhile purchase for a toddler."
my wife loves this magazine so much and she says it is super useful and has lots of fun facts and useful ones as well.,7.5,my wife loves this magazine so much and she says it is super useful and has lots of fun facts and useful ones as well.
"the magazine is pretty good however i keep missing issues, i have not received two issues so far.",6.5,"the magazine is pretty good however i keep missing issues, i have not received two issues so far."
it's a good magazine for the waiting room.,6.5,it's a good magazine for the waiting room.
"now we know why they were giving full year subscriptions away for free.  in print no less!!  this rag is no better than a cheap tabloid from the early 80's, long before the world had the internet to fuel it's absurd gossip and hollywood's unending, shallow self-promotion.  this wasn't even worth flipping through, just to look at the pictures.  we still thumb through every issue, for the occasional celebrity interview, which are usually just as disappointing as the rest of the printed skits.  but after only a couple months we already practically dread getting this in the mail every week, knowing it'll likely be a complete waste of time, if not an upsetting one, as this tabloid's approach to reporting on entertainment is most often as shallow and vainly self-promotional as the industry it's reporting on.  i guess in that respect it fits, but i remember a much better periodical when last we subscribed back in the 90's.  really disappointed how much this magazine has devolved.  you can easily find much more interesting, even far more current, entertainment news on the internet.  this is just another tool for corporate hollywood to promote it's current features, with commercial ideals shallowly masquerading as comical substance.",3,"now we know why they were giving full year subscriptions away for free.  in print no less!!  this rag is no better than a cheap tabloid from the early 80's, long before the world had the internet to fuel it's absurd gossip and hollywood's unending, shallow self-promotion.  this wasn't even worth flipping through, just to look at the pictures.  we still thumb through every issue, for the occasional celebrity interview, which are usually just as disappointing as the rest of the printed skits.  but after only a couple months we already practically dread getting this in the mail every week, knowing it'll likely be a complete waste of time, if not an upsetting one, as this tabloid's approach to reporting on entertainment is most often as shallow and vainly self-promotional as the industry it's reporting on.  i guess in that respect it fits, but i remember a much better periodical when last we subscribed back in the 90's.  really disappointed how much this magazine has devolved.  you can easily find much more interesting, even far more current, entertainment news on the internet.  this is just another tool for corporate hollywood to promote it's current features, with commercial ideals shallowly masquerading as comical substance."
great magazine. love the articles and tips!,8,great magazine. love the articles and tips!
"this magazine always has a variety of great reads with wide ranging subject matter including current political issues, creative literature, and historical pieces.",7.5,"this magazine always has a variety of great reads with wide ranging subject matter including current political issues, creative literature, and historical pieces."
"the new yorker has made it's way to our kitchen table since i was tall enough to see over the edge of the table.  my mom was an avid reader and now i buy the magazine, cause she would have wanted it that way.. . i like it for the cartoons and i'm absolutely naive when it comes to politics, so i need this magazine to get some idea of what is going on.. . with all the blogging and other nonsense, i feel secure that the new yorker does diligent fact checking before it prints something, so i rely on it where i won't rely on news printed on the internet.. . regards, lara",7.5,"the new yorker has made it's way to our kitchen table since i was tall enough to see over the edge of the table.  my mom was an avid reader and now i buy the magazine, cause she would have wanted it that way.

i like it for the cartoons and i'm absolutely naive when it comes to politics, so i need this magazine to get some idea of what is going on.

with all the blogging and other nonsense, i feel secure that the new yorker does diligent fact checking before it prints something, so i rely on it where i won't rely on news printed on the internet.

regards, lara"
good magazine. i like it.,7,good magazine. i like it.
"i am a chemical engineer and have fond memories of reading scientific american for many years.  it was written by experts in the field for people with scientific backgrounds but not necessarily in the specific topic.  today it is a platform for liberal leaning journalists.  its fine to have such a platform, but i wish they didn't destroy something i once loved.",6,"i am a chemical engineer and have fond memories of reading scientific american for many years.  it was written by experts in the field for people with scientific backgrounds but not necessarily in the specific topic.  today it is a platform for liberal leaning journalists.  its fine to have such a platform, but i wish they didn't destroy something i once loved."
