readable,hscore,review
easy setup works like a charm plug play and have fun. quality with iphone.,7.5,easy setup works like a charm plug play and have fun. quality with iphone.
"so far i am satisfied with the functionality. i use lededit 2014 to create programs with led parameters to my array setup before inserting text or video effects by recording the length of the message or effect with the onboard record button before exporting it to my sd card. however, be sure to take the program file outside the folders it's in and paste it outside these folders (now you can delete these folders since they cannot be accessed by the t1000s controller). it can only read the program file as is in numerical order, for example ""program_00"" and so on, the lededit program does this for you. however, rename it if you see copies.",5.5,"so far i am satisfied with the functionality. i use lededit 2014 to create programs with led parameters to my array setup before inserting text or video effects by recording the length of the message or effect with the onboard record button before exporting it to my sd card. however, be sure to take the program file outside the folders it's in and paste it outside these folders (now you can delete these folders since they cannot be accessed by the t1000s controller). it can only read the program file as is in numerical order, for example &#34;program_00&#34; and so on, the lededit program does this for you. however, rename it if you see copies."
"this piccolo has helped me out tremendously on learning the instrument itself, i bought this piccolo 2 years ago now and i actually still have it! and its still in good working condition! it is definitely a beginners piccolo. i play on a professional piccolo now normally and going back to playing this one i can obviously tell the price and the beginner sound of it. but it plays at a great quality for the money i paid. definitely recommend this to beginners on piccolo!. . (the picture is a recent picture of it-two years later)",7.5,"this piccolo has helped me out tremendously on learning the instrument itself, i bought this piccolo 2 years ago now and i actually still have it! and its still in good working condition! it is definitely a beginners piccolo. i play on a professional piccolo now normally and going back to playing this one i can obviously tell the price and the beginner sound of it. but it plays at a great quality for the money i paid. definitely recommend this to beginners on piccolo!

(the picture is a recent picture of it-two years later)"
"i bought these considering they were cheap but they are way more sturdy than i thought. the rubber feet are bigger than i expected, which ultimately gives these stands much more support. definitely worth every penny.",9,"i bought these considering they were cheap but they are way more sturdy than i thought. the rubber feet are bigger than i expected, which ultimately gives these stands much more support. definitely worth every penny."
"the wood is really cool looking (zebra). but the stand is overpriced, unstable (biggest drawback) and poorly constructed. it's so small the guitar can easily be tipped over. not for nice guitars. the stand when opened up was uneven and the guitar rocked. i had to twist it to level the legs and that's when i noticed the weak construction and poor engineering. this is not a serious guitar players stand.",3.5,"the wood is really cool looking (zebra). but the stand is overpriced, unstable (biggest drawback) and poorly constructed. it’s so small the guitar can easily be tipped over. not for nice guitars. the stand when opened up was uneven and the guitar rocked. i had to twist it to level the legs and that’s when i noticed the weak construction and poor engineering. this is not a serious guitar players stand."
"nice, simple piece that really helps deaden the pops in your audio. i paired this easily with the blue yeti microphone and set it up in just a couple of seconds. i would recommend that you tighten the piece on the lower right side of the stand it comes with if you are using the standard base and curl it under and around the usb cable. positioning this way looks natural.. . love the product and the price.",8,"nice, simple piece that really helps deaden the pops in your audio. i paired this easily with the blue yeti microphone and set it up in just a couple of seconds. i would recommend that you tighten the piece on the lower right side of the stand it comes with if you are using the standard base and curl it under and around the usb cable. positioning this way looks natural.

love the product and the price."
recieved in a timely fashion and is a great deal! very satisfied with my purchase! in great use and no issues.,6,recieved in a timely fashion and is a great deal! very satisfied with my purchase! in great use and no issues.
"i mean, how excited can we get about knobs, right? i bought these to replace knobs on a guitar effects pedal because i really hated the type that it came with. these upgraded the look, and fit perfectly. and very importantly, the ""d"" insert position was correct (opposite the outside marker line).",7.5,"i mean, how excited can we get about knobs, right? i bought these to replace knobs on a guitar effects pedal because i really hated the type that it came with. these upgraded the look, and fit perfectly. and very importantly, the “d” insert position was correct (opposite the outside marker line)."
"the instrument itself is fine. when you want to change strings make sure that the strings you order are ball end, as the advertised strings associated with this instrument are not ball end. loop end strings won't work.",5,"the instrument itself is fine. when you want to change strings make sure that the strings you order are ball end, as the advertised strings associated with this instrument are not ball end. loop end strings won't work."
when i first purchased the hercules guitar hanger it was for my guitar/guitars. since i have discovered they are great for hanging rifles and shotguns. bull-pup style rifles are the only thing that won't hang on the hanger. i have found that the toggle (butterfly) anchors are the best way to mount the hanger when mounting on drywall between studs. you have to make several 1/2 holes in your wall but they are easy enough to patch and paint if you want to remove the hanger.,7,when i first purchased the hercules guitar hanger it was for my guitar/guitars. since i have discovered they are great for hanging rifles and shotguns. bull-pup style rifles are the only thing that won't hang on the hanger. i have found that the toggle (butterfly) anchors are the best way to mount the hanger when mounting on drywall between studs. you have to make several 1/2 holes in your wall but they are easy enough to patch and paint if you want to remove the hanger.
[[videoid:9f2fdd79536857ecce7c4ddceeef9c0e]] when this state of art technology wireless bluetooth and wireless mic and devices is more better and convinent. but would work laptops back in the 2000's,6,[[videoid:9f2fdd79536857ecce7c4ddceeef9c0e]] when this state of art technology wireless bluetooth and wireless mic and devices is more better and convinent. but would work laptops back in the 2000's
i actually purchased this stool to use in my reiki practice. it gets tiring standing on your feet over a table for hours. this is perfect because i can adjust the height easily just by spinning the top to store it underneath the massage table. i love it when one product can have multiple uses. it is very comfortable and very sturdy. definitely recommend it!,7.5,i actually purchased this stool to use in my reiki practice. it gets tiring standing on your feet over a table for hours. this is perfect because i can adjust the height easily just by spinning the top to store it underneath the massage table. i love it when one product can have multiple uses. it is very comfortable and very sturdy. definitely recommend it!
"this was a gift so i've not played it, but i will tell you that it was absolutely beautiful. the finish is a lovely reddish brown color and looks quite rich.",7,"this was a gift so i've not played it, but i will tell you that it was absolutely beautiful. the finish is a lovely reddish brown color and looks quite rich."
"wow the speaker is great and especially since i got it on sale, i plan to buy another on in a few weeks, hopefully it will be on sale again",7.5,"wow the speaker is great and especially since i got it on sale, i plan to buy another on in a few weeks, hopefully it will be on sale again"
fast delivery and a good price but really quite poor performance by comparison with similar products from music nomad and others.,4,fast delivery and a good price but really quite poor performance by comparison with similar products from music nomad and others.
i've been using this  amplifier and i've had no problem with it. i did have however a mic that is of good quality that i used to plug-in. i have not used the remote mike's that come with this.,6.5,i've been using this  amplifier and i've had no problem with it. i did have however a mic that is of good quality that i used to plug-in. i have not used the remote mike's that come with this.
it's a nice instrument but very disappointed that it didn't arrive with all of the items. i just received a ukelele wrapped in paper. amazon told me to contact kala. kala said not their problem contact amazon.,5,it's a nice instrument but very disappointed that it didn't arrive with all of the items. i just received a ukelele wrapped in paper. amazon told me to contact kala. kala said not their problem contact amazon.
"top is way too big. the arms are too small to be used, and are attached to the breast so even if you could use them it would pull your top off if you did. pattern totally different on what i was sent than the photo on the dress that i ordered. i'm a small by the sizing chart and should've ordered an xs. wouldn't order again bc of poor quality.",3,"top is way too big. the arms are too small to be used, and are attached to the breast so even if you could use them it would pull your top off if you did. pattern totally different on what i was sent than the photo on the dress that i ordered. i'm a small by the sizing chart and should've ordered an xs. wouldn't order again bc of poor quality."
amazing sound,7.5,amazing sound
it's ok i'll buy it again but i need better rosin for concert use.,6.5,it’s ok i’ll buy it again but i need better rosin for concert use.
i like the clean sound. great for small venues or a simple backyard get together,7,i like the clean sound. great for small venues or a simple backyard get together
"fantastic selection of very usable reverbs that fit any situation. im not gonna lie, id have loved to see even a basic 'shimmer' option but honestly, nobody really uses that, not in a musical fashion anyway.so no this is not really ideal for spacey,ambient,heavily modulated reverb applications, but u could probably get away with using it, but for the other 99% of music there is no reverb you cant dial in on this tiny box.",8,"fantastic selection of very usable reverbs that fit any situation. im not gonna lie, id have loved to see even a basic 'shimmer' option but honestly, nobody really uses that, not in a musical fashion anyway.so no this is not really ideal for spacey,ambient,heavily modulated reverb applications, but u could probably get away with using it, but for the other 99% of music there is no reverb you cant dial in on this tiny box."
"i was skeptical about this microphone for the price.  one complaint i have about the microphone on my iphone is that whenever it is windy outside the mic pics up the sound of the wind and seems to amplify it.  i was surprised to find that this microphone seems unaffected by the wind, and i also found that indoors it works in areas where there is likely to be an echo.  all in all, i am so far impressed and it appears to be sturdy and will withstand being used outdoors which is where most of my recording is done.  i don't think you can go wrong with this set up.",8.5,"i was skeptical about this microphone for the price.  one complaint i have about the microphone on my iphone is that whenever it is windy outside the mic pics up the sound of the wind and seems to amplify it.  i was surprised to find that this microphone seems unaffected by the wind, and i also found that indoors it works in areas where there is likely to be an echo.  all in all, i am so far impressed and it appears to be sturdy and will withstand being used outdoors which is where most of my recording is done.  i don’t think you can go wrong with this set up."
great sounding amp. line 6 never disappoints. awesome tones. awesome loops.,7,great sounding amp. line 6 never disappoints. awesome tones. awesome loops.
the resolution is excellent. and i really like the thick durable lamination. it's large enough for wall display for quick reference.,7,the resolution is excellent. and i really like the thick durable lamination. it’s large enough for wall display for quick reference.
better than i expected although it's about the size of a toy keyboard from the dollar store. comes with souncard and very helpful tutorials. for the price im very impressed.,7.5,better than i expected although it's about the size of a toy keyboard from the dollar store. comes with souncard and very helpful tutorials. for the price im very impressed.
it has beautiful tone.  i bought one for a gift and loved it so much that i bought one for here at home.  then my husband bought another.  what a great deal!  what fun!,8.5,it has beautiful tone.  i bought one for a gift and loved it so much that i bought one for here at home.  then my husband bought another.  what a great deal!  what fun!
"if i a/b test these picks with others i have (esp. thinner ones), i can hear how much better my tone is. also love the grippy texture. the 1.5mm ones are pretty cool too, but i like these 2.0mm ones the best.",7.5,"if i a/b test these picks with others i have (esp. thinner ones), i can hear how much better my tone is. also love the grippy texture. the 1.5mm ones are pretty cool too, but i like these 2.0mm ones the best."
"great sound, glassy and trashy at the same time. been playing it for a month now and i don't regret a thing.. . buyers beware of the soft packaging. my cymbal came as if someone sat on it. had a mini heart attack when i opened what i would describe as a bubble wrap envelope! completely inadequate for a cymbal. drumhead box or small pizza box would've done the job for next to nothing. fortunately i could straighten the cymbal back with no damage or consequences.. . other than that, i'm loving this cymbal.",8,"great sound, glassy and trashy at the same time. been playing it for a month now and i don’t regret a thing.

buyers beware of the soft packaging. my cymbal came as if someone sat on it. had a mini heart attack when i opened what i would describe as a bubble wrap envelope! completely inadequate for a cymbal. drumhead box or small pizza box would’ve done the job for next to nothing. fortunately i could straighten the cymbal back with no damage or consequences.

other than that, i’m loving this cymbal."
it is a very nice guitar,5.5,it is a very nice guitar
great picks.  delivered on time.,6,great picks.  delivered on time.
we  purchased this cajon box drum for a christmas present for our middle school musician daughter. this box drum is well made and comes with a carry case for easy transport.  the drum has a solid construction and nice sound.  my daughter likes to sit on the box drum in the standard format as well as use it with a separate purchased bass drum pedal for more flexibility.  this is a great addition to her musical instrument collection and allows her to add more variety to her various school programs and performances.,7.5,we  purchased this cajon box drum for a christmas present for our middle school musician daughter. this box drum is well made and comes with a carry case for easy transport.  the drum has a solid construction and nice sound.  my daughter likes to sit on the box drum in the standard format as well as use it with a separate purchased bass drum pedal for more flexibility.  this is a great addition to her musical instrument collection and allows her to add more variety to her various school programs and performances.
"i have bought several handle castanets, and this is far and away my favorite. it has the size, balance, and weight that make it very controllable with a very nice sound. others i have bought were much smaller and/or did not have as nice a sound. some are really children's toys, and some of the other good ones are very expensive. if you want to hear what handle castanets can sound like, john bonham uses them near the end of led zeppelin's ""bron-y-aur stomp."" [later note: seems these have been offered in 10"" and 7 3/4"" size.  mine is a 10"", which i much prefer but may not still be available]",9,"i have bought several handle castanets, and this is far and away my favorite. it has the size, balance, and weight that make it very controllable with a very nice sound. others i have bought were much smaller and/or did not have as nice a sound. some are really children's toys, and some of the other good ones are very expensive. if you want to hear what handle castanets can sound like, john bonham uses them near the end of led zeppelin's &#34;bron-y-aur stomp.&#34; [later note: seems these have been offered in 10&#34; and 7 3/4&#34; size.  mine is a 10&#34;, which i much prefer but may not still be available]"
"the banjo was well packed and shipped well.. if your buying this banjo expecting to unpack and play? you to are going to be disappointed. you are going to need a complete setup, which is going to cost you $100.00to $150.00. at that point you can buy a better quality instrument.",6,"the banjo was well packed and shipped well.
if your buying this banjo expecting to unpack and play? you to are going to be disappointed. you are going to need a complete setup, which is going to cost you $100.00to $150.00. at that point you can buy a better quality instrument."
i was skeptical but it sounds great. play it all the time. i'm impressed how loud the amp is. i dabble so i'm no pro. eventually i'll buy a bigger amp for it...if i ever get good lol.,7.5,i was skeptical but it sounds great. play it all the time. i’m impressed how loud the amp is. i dabble so i’m no pro. eventually i’ll buy a bigger amp for it...if i ever get good lol.
"my first electric was the ar-200. i love the ar shape and feel and this is just a better version. came perfectly calibrated. electronics are great for the money. i may upgrade the pick ups but i wouldnt say its at all necessary. the tri tone switches do indeed give three distinct tones, a main reason for my choosing this guitar. i wasnt disappointed. the ""split"" coil option (switch center) is really a parallel, i believe, which is just as well at giving more of a fender single coil tone. the third coil tap function (switch up)  is more or less the same as the parallel with lower output. and of course the humbucker tone (switch down) is what you expect.. i am now playing a lot with the neck pickup parallel and the bridge pickup humbucker. point is there is versatility of tone. i was at first skeptical but there you go.. its a little heavy which i dont mind but a thick strap or gel strap shoulder pad add on is a good idea. i just bought the planet wave gel pad and threw it on an inexpensive nylon strap and its very comfortable.. you are getting a lot more guitar than your paying for. some higher end pickups would make this as good as any 1000$+ guitar in its style. even with its stock pickups its well beyond a ""good deal"".. and it looks pretty sweet too.. . ! important note: this guitar needs the ar-c case. not the ar100-c case, as all the sellers of this model recommend. i bought the ladder only to find it wasnt right. returned and got the proper ar-c and my baby is snug as a bug.",8,"my first electric was the ar-200. i love the ar shape and feel and this is just a better version. came perfectly calibrated. electronics are great for the money. i may upgrade the pick ups but i wouldnt say its at all necessary. the tri tone switches do indeed give three distinct tones, a main reason for my choosing this guitar. i wasnt disappointed. the &#34;split&#34; coil option (switch center) is really a parallel, i believe, which is just as well at giving more of a fender single coil tone. the third coil tap function (switch up)  is more or less the same as the parallel with lower output. and of course the humbucker tone (switch down) is what you expect.
i am now playing a lot with the neck pickup parallel and the bridge pickup humbucker. point is there is versatility of tone. i was at first skeptical but there you go.
its a little heavy which i dont mind but a thick strap or gel strap shoulder pad add on is a good idea. i just bought the planet wave gel pad and threw it on an inexpensive nylon strap and its very comfortable.
you are getting a lot more guitar than your paying for. some higher end pickups would make this as good as any 1000$+ guitar in its style. even with its stock pickups its well beyond a &#34;good deal&#34;.
and it looks pretty sweet too.

! important note: this guitar needs the ar-c case. not the ar100-c case, as all the sellers of this model recommend. i bought the ladder only to find it wasnt right. returned and got the proper ar-c and my baby is snug as a bug."
super happy with this purchase.  my daughter has frequent dance parties and the lights are awesome.,6,super happy with this purchase.  my daughter has frequent dance parties and the lights are awesome.
"this is the best music stand on the market.  heavy gauge aluminum and steel--sturdy, and stable.  the desk easily accommodates a large binder or book of music.  the stand adjusts without tools, levers, or knobs.  you just pull up or push down to adjust the height, and tilt the desk backward or forward to suit your preference.  its adjustable height allows it to be used while sitting or standing.. . i have been using my other manhasset weekly for 7 or 8 years now, and it's still firm and stable.  i  routinely place a large (1.5 "") 3-ring binder, full of music, and a large hymnal, on top of the binder, on my stand.  no problems at all.  sometimes, i need to spread three or four pieces of sheet music out across the desk...i use my open binder to extend the width a bit in those cases.  again, no problem!. . this stand is not foldable or compact.  it is a full-size concert stand.  but, if you want a good-looking, reliable, sturdy, long-lasting music stand, consider the manhasset.  there is also a table-top model available.",7.5,"this is the best music stand on the market.  heavy gauge aluminum and steel--sturdy, and stable.  the desk easily accommodates a large binder or book of music.  the stand adjusts without tools, levers, or knobs.  you just pull up or push down to adjust the height, and tilt the desk backward or forward to suit your preference.  its adjustable height allows it to be used while sitting or standing.

i have been using my other manhasset weekly for 7 or 8 years now, and it's still firm and stable.  i  routinely place a large (1.5 &#34;) 3-ring binder, full of music, and a large hymnal, on top of the binder, on my stand.  no problems at all.  sometimes, i need to spread three or four pieces of sheet music out across the desk...i use my open binder to extend the width a bit in those cases.  again, no problem!

this stand is not foldable or compact.  it is a full-size concert stand.  but, if you want a good-looking, reliable, sturdy, long-lasting music stand, consider the manhasset.  there is also a table-top model available."
"these are nice replacement strings, i googled the top 5 guitar strings and this one was number 3 and at a very competitive price.. my first time replacing guitar strings, found a how to video online and these went on very easily.. tuning was easy and sounds very good.",8,"these are nice replacement strings, i googled the top 5 guitar strings and this one was number 3 and at a very competitive price.
my first time replacing guitar strings, found a how to video online and these went on very easily.
tuning was easy and sounds very good."
great quality over 95% of other amazon products. i'd highly recommend this,7.5,great quality over 95% of other amazon products. i'd highly recommend this
everything arrived as expected. piano sounds great.,7.5,everything arrived as expected. piano sounds great.
this stand is better than i expected! really study but light. perfect for my guitar.,8.5,this stand is better than i expected! really study but light. perfect for my guitar.
"i went ahead and purchased this mic stand after seeing a review that it worked pretty good.  so, i felt like i needed to do the same.  the stand is excellent and works perfect for me!  i attached some photos to show how good it works for me.  very excellent purchase.",8,"i went ahead and purchased this mic stand after seeing a review that it worked pretty good.  so, i felt like i needed to do the same.  the stand is excellent and works perfect for me!  i attached some photos to show how good it works for me.  very excellent purchase."
"this guitar is one of my main two, alongside my les paul. i got it secondhand off of craigslist in near perfect condition for a steal, it was easily one of the best $200 i've ever spent. the neck is smaller and faster than my les paul, and the action is lower, making it fantastic for playing metal solos and fast licks. the floating tremolo is very stable, and doesn't lose tuning at all, even after heavy use it stays perfectly in tune.. . this is a fantastic guitar for someone looking for a great, fast playing guitar, with ibanez craftsmanship and style, but without the hefty price tag that comes along with higher models.",8.5,"this guitar is one of my main two, alongside my les paul. i got it secondhand off of craigslist in near perfect condition for a steal, it was easily one of the best $200 i've ever spent. the neck is smaller and faster than my les paul, and the action is lower, making it fantastic for playing metal solos and fast licks. the floating tremolo is very stable, and doesn't lose tuning at all, even after heavy use it stays perfectly in tune.

this is a fantastic guitar for someone looking for a great, fast playing guitar, with ibanez craftsmanship and style, but without the hefty price tag that comes along with higher models."
"i am new to the jaw harp, this is easy to play with a loud sound. can do many different styles of music with it! would recommend.",8,"i am new to the jaw harp, this is easy to play with a loud sound. can do many different styles of music with it! would recommend."
