readable,hscore,review
"okay, if you have lived ant sort of life you have owned hoses. cheap hoses, thick hoses and even if you get really thick ones (heavy) they kink, they squeeze shut, they break. not these. how do i describe super heavy duty but not super heavy in weight, total flexible, non kink, non crush. and really love the sliding ends that grip the ends so you can spin them on without a wrench. thread it on, make sure the sleeve goes over, twist, done. okay i am raving about a hose but i have 3 of these and will never ever buy another type again.",5.5,"okay, if you have lived ant sort of life you have owned hoses. cheap hoses, thick hoses and even if you get really thick ones (heavy) they kink, they squeeze shut, they break. not these. how do i describe super heavy duty but not super heavy in weight, total flexible, non kink, non crush. and really love the sliding ends that grip the ends so you can spin them on without a wrench. thread it on, make sure the sleeve goes over, twist, done. okay i am raving about a hose but i have 3 of these and will never ever buy another type again."
"the cover fit well but not sure of how well the valve covering at the top will keep water from running inside between the cover and tank.i seems loose and oversize, definitely won't prevent water intrusion: possible future rust promoting concern.",4.5,"the cover fit well but not sure of how well the valve covering at the top will keep water from running inside between the cover and tank.i seems loose and oversize, definitely won't prevent water intrusion: possible future rust promoting concern."
"first  there are no instructions for assembling, though its not that difficult to figure out.. . at first i wasnt real impressed with this. its a bit of an art to use it. but once you get it down it works awesomely. this took about 85-90% of the dirt and grime off my wood deck and my concrete driveway/sidewalk. where i live( in the woods with very little grassy area amd pm a hill to boot)) dirt, algae and moss are a problem. the whole back of my house faces north and receives no direct sunlight until you get 10-15 feet from the house. prime places for algae and moss to grow. the previous owners i dont think ever power washed anything. my deck was green, my concrete almost black with dirt and grime.. . so i gave this a try and it works really well. the only thing i had problems with was deep rooted grime and pine  sap( on concrete) and moss on concrete. for these i had to use the wand. this doesnt spray at full pressure. it has two heads that spray at  maybe 800-1000 psi each. this prevents it from damaging your deck and concrete( 1600 psi will ""splinter"" wood and will eat into concrete making it rough and gritty). but this does take most dirt and grime off flat surfaces. if you use it regularly ( once a year) you should have to use the wand very little if at all.. . so some tricks to this little contraption. first the bristles on it... those arent for ""brushing"" and scrubbing"" those are to slow water flow and let water gently run out from under it. if you try to scrub with this its going to do all kinds of weird things( and you will like spray you and everything else around you). what you instead want to do is treat it like a ""hovercraft"" you want it to hover on the jets of water. this allows it to float over the surface. you want to go slowly side to side. the dirtier your surface is the slower you want to go or it will leave ""artwork"". its not a fast attachment. you have to have patience with it and use it slowly. but the 60%-80% faster claim made by the company(???) is correct. with the wand on 3/4 pressure i was doing 20 sq ft in about 10 minutes( 4x5 ft pad), with this i was doing it in about 3 minutes.. . one last note is that you may have to spray down the area you wash with the wand( wide spray about car wash pressure) to get the loose dirt off the surface afterwords. since the bristles slow the water flow to a gentle stream dirt can be redeposited on the surface( mostly  in the case of concrete). a quick spray with the wand on a low pressure fan setting will take this dirt right off...or even a garden hose will take it off.",8.5,"first  there are no instructions for assembling, though its not that difficult to figure out.

at first i wasnt real impressed with this. its a bit of an art to use it. but once you get it down it works awesomely. this took about 85-90% of the dirt and grime off my wood deck and my concrete driveway/sidewalk. where i live( in the woods with very little grassy area amd pm a hill to boot)) dirt, algae and moss are a problem. the whole back of my house faces north and receives no direct sunlight until you get 10-15 feet from the house. prime places for algae and moss to grow. the previous owners i dont think ever power washed anything. my deck was green, my concrete almost black with dirt and grime.

so i gave this a try and it works really well. the only thing i had problems with was deep rooted grime and pine  sap( on concrete) and moss on concrete. for these i had to use the wand. this doesnt spray at full pressure. it has two heads that spray at  maybe 800-1000 psi each. this prevents it from damaging your deck and concrete( 1600 psi will &#34;splinter&#34; wood and will eat into concrete making it rough and gritty). but this does take most dirt and grime off flat surfaces. if you use it regularly ( once a year) you should have to use the wand very little if at all.

so some tricks to this little contraption. first the bristles on it... those arent for &#34;brushing&#34; and scrubbing&#34; those are to slow water flow and let water gently run out from under it. if you try to scrub with this its going to do all kinds of weird things( and you will like spray you and everything else around you). what you instead want to do is treat it like a &#34;hovercraft&#34; you want it to hover on the jets of water. this allows it to float over the surface. you want to go slowly side to side. the dirtier your surface is the slower you want to go or it will leave &#34;artwork&#34;. its not a fast attachment. you have to have patience with it and use it slowly. but the 60%-80% faster claim made by the company(???) is correct. with the wand on 3/4 pressure i was doing 20 sq ft in about 10 minutes( 4x5 ft pad), with this i was doing it in about 3 minutes.

one last note is that you may have to spray down the area you wash with the wand( wide spray about car wash pressure) to get the loose dirt off the surface afterwords. since the bristles slow the water flow to a gentle stream dirt can be redeposited on the surface( mostly  in the case of concrete). a quick spray with the wand on a low pressure fan setting will take this dirt right off...or even a garden hose will take it off."
these are great.  i order them every year.,8,these are great.  i order them every year.
"using my offset smoker correctly without this thermometer was almost impossible, as i had no easy way of telling what the temperature was in the smoke chamber. i tried other methods (such as an oven thermometer, and a wire fed thermometer) and none of them worked satisfactorily. i was very glad to receive this.",7.5,"using my offset smoker correctly without this thermometer was almost impossible, as i had no easy way of telling what the temperature was in the smoke chamber. i tried other methods (such as an oven thermometer, and a wire fed thermometer) and none of them worked satisfactorily. i was very glad to receive this."
"it doesn't really mention this in a very visible place, but this product is made of plastic. it looks fine and works well, but it definitely doesn't feel as 'sturdy' as it claims, since it's made of plastic. it works for what it's made for, but for the price, i wish it was made out of a better material.",6,"it doesn't really mention this in a very visible place, but this product is made of plastic. it looks fine and works well, but it definitely doesn't feel as 'sturdy' as it claims, since it's made of plastic. it works for what it's made for, but for the price, i wish it was made out of a better material."
"i have had this grill for about 2 months and i am very pleased with it. i did go to oklahoma joe's website and get a cover (which i would also recommend) for it.. . there is plenty of surface area to grill for a large party. i haven't used it for smoking (i have a bge for that), but unlike the egg i have, there's enough room for at least 12 full size (1/2 pound) burgers.. . it can get to and hold a really high temp. i used a full chimney starter of lump charcoal and had the temps above 500 for over an hour.. . very solid/sturdy well-built grill. should last forever.",8.5,"i have had this grill for about 2 months and i am very pleased with it. i did go to oklahoma joe's website and get a cover (which i would also recommend) for it.

there is plenty of surface area to grill for a large party. i haven't used it for smoking (i have a bge for that), but unlike the egg i have, there's enough room for at least 12 full size (1/2 pound) burgers.

it can get to and hold a really high temp. i used a full chimney starter of lump charcoal and had the temps above 500 for over an hour.

very solid/sturdy well-built grill. should last forever."
good quality love it,4.5,good quality love it
"these are slightly smaller than a regular '5-gallon' size but they are very useful at this size.. i have set up and filled 4 so far and they are easy to handle - after i got them unfolded, which the material resisted a bit.  i have to get some more potting soil before i can set up more but these have shown me that they will work. nicely for me and are easier to handle than the plastic pots i have used in the past.. the price is very attractive.",8,"these are slightly smaller than a regular '5-gallon' size but they are very useful at this size.
i have set up and filled 4 so far and they are easy to handle - after i got them unfolded, which the material resisted a bit.  i have to get some more potting soil before i can set up more but these have shown me that they will work
nicely for me and are easier to handle than the plastic pots i have used in the past.
the price is very attractive."
"it was perfect, just what i was looking for!. greta quality, medium size, good paint finish.. i got it in time for my husband bday.",7.5,"it was perfect, just what i was looking for!
greta quality, medium size, good paint finish.
i got it in time for my husband bday."
came today and the burner holes were drilled crooked so the only way to make the grill top fit was rest the arm of the burner under the screw,5,came today and the burner holes were drilled crooked so the only way to make the grill top fit was rest the arm of the burner under the screw
"i have had difficulty with these seeds. the germination rate has been very low. i have other seeds from this company including the spicy salad greens and the radish and they are great but not the beets. i grow microgreens and thus far these have not been successful. i will hold them until spring and retry, hopefully it is just the cooler weather because all other conditions have been the same for the other seeds and they work great.",7,"i have had difficulty with these seeds. the germination rate has been very low. i have other seeds from this company including the spicy salad greens and the radish and they are great but not the beets. i grow microgreens and thus far these have not been successful. i will hold them until spring and retry, hopefully it is just the cooler weather because all other conditions have been the same for the other seeds and they work great."
"this was the first of three different brands of these beautiful macrame swings that i bought in the last week. although it was the largest and best quality as far as sturdiness, it smelt so strongly of mold that my whole family got bad headaches and colds from it! then when i wrote in the questions how can i get ahold of the sellers  because i want to buy another one that doesn't smell like mold, not only was i not answered but my question was deleted! i am returning the swing. if the seller just had good customer service and could exchange it for a new one that isn't mildew then i would have gladly given them five stars. also the box was so damaged when i got it that now i have to buy a new one to send it back to them. i don't have the time and money for that!",7,"this was the first of three different brands of these beautiful macrame swings that i bought in the last week. although it was the largest and best quality as far as sturdiness, it smelt so strongly of mold that my whole family got bad headaches and colds from it! then when i wrote in the questions how can i get ahold of the sellers  because i want to buy another one that doesn’t smell like mold, not only was i not answered but my question was deleted! i am returning the swing. if the seller just had good customer service and could exchange it for a new one that isn’t mildew then i would have gladly given them five stars. also the box was so damaged when i got it that now i have to buy a new one to send it back to them. i don’t have the time and money for that!"
assembly was not bad,5,assembly was not bad
"these rocks were the perfect shapes, sizes, and texture for painting! i'm part of a rock painting group and i will definitely order these again once i run out of my first batch.",8,"these rocks were the perfect shapes, sizes, and texture for painting! i'm part of a rock painting group and i will definitely order these again once i run out of my first batch."
this plant came very healthy and in great condition!,8,this plant came very healthy and in great condition!
"i don't have a lot of additional time to dedicate to this product, but taking a few minutes to inform those who may be considering purchasing it. although some aspects of the product are great, those are more than obscured by the following:. -lack of proper supporting software, they themselves recommend third party software!!!. -poor design:.   -again, they themselves on their site recommend purchasing the other shroud they sell for the temperature sensor!!!  why not just include the proper one in the kit??? the station is not super expensive but it's not cheap either and suggesting that we purchase it then spend another 40% replacing inadequate components is ludicrous!!!.   -final straw?  today i had to bring down the set up because my dw for whom the station was a gift informed me that the stations stopped reporting changes in wind speed and stopped reporting wind direction.  sure enough both sensors spin as if they are submerged in molasses!!!!",6,"i don't have a lot of additional time to dedicate to this product, but taking a few minutes to inform those who may be considering purchasing it. although some aspects of the product are great, those are more than obscured by the following:
-lack of proper supporting software, they themselves recommend third party software!!!
-poor design:
  -again, they themselves on their site recommend purchasing the other shroud they sell for the temperature sensor!!!  why not just include the proper one in the kit??? the station is not super expensive but it's not cheap either and suggesting that we purchase it then spend another 40% replacing inadequate components is ludicrous!!!
  -final straw?  today i had to bring down the set up because my dw for whom the station was a gift informed me that the stations stopped reporting changes in wind speed and stopped reporting wind direction.  sure enough both sensors spin as if they are submerged in molasses!!!!"
it blows the snow well but it's hard to move. the wheels don't work very well.,5.5,it blows the snow well but it's hard to move. the wheels don't work very well.
"big bag, plants are happy.",7,"big bag, plants are happy."
